year,province_name,avg_temperature,min_temperature,max_temperature,surface_temperature,wet_bulb_temperature,precipitation,solar_radiation,relative_humidity,wind_speed,surface_pressure
1997,Hau Giang,26.86307692307692,15.98,39.4,27.308461538461536,24.963076923076922,5.333846153846154,18.355384615384615,81.90692307692308,2.4292307692307693,101.01846153846154
1998,Hau Giang,28.09,18.58,41.99,28.836923076923078,25.60153846153846,6.327692307692307,18.36230769230769,78.20384615384616,2.603846153846154,100.90076923076923
1999,Hau Giang,26.28846153846154,15.02,38.44,26.53153846153846,24.876153846153844,6.026153846153846,17.204615384615384,85.73307692307692,2.4007692307692308,100.84692307692308
2000,Hau Giang,26.896153846153844,18.26,39.64,27.357692307692307,25.045384615384613,4.247692307692308,17.75923076923077,82.11384615384615,2.4669230769230768,100.81769230769231
2001,Hau Giang,27.080000000000002,17.83,40.15,27.58923076923077,25.092307692307692,3.689230769230769,17.64923076923077,81.06384615384614,2.5576923076923075,100.86461538461539
2002,Hau Giang,27.617692307692305,17.35,40.58,28.35,25.05923076923077,3.08,18.62,76.94384615384615,2.8515384615384614,100.94461538461539
2003,Hau Giang,27.533846153846152,18.39,40.9,28.223846153846157,25.116153846153846,3.3407692307692307,17.849999999999998,77.8576923076923,2.663846153846154,100.94153846153846
2004,Hau Giang,27.60846153846154,19.7,40.64,28.385384615384616,25.034615384615385,3.0999999999999996,18.322307692307692,76.67923076923077,2.6599999999999997,100.95307692307694
2005,Hau Giang,27.75923076923077,17.53,41.33,28.556153846153848,25.13769230769231,2.962307692307692,18.194615384615386,76.61153846153846,2.796923076923077,100.92846153846153
2006,Hau Giang,27.383846153846154,18.59,40.29,27.95307692307692,25.20846153846154,3.303846153846154,17.64846153846154,79.66461538461537,2.5807692307692305,100.91153846153846
2007,Hau Giang,27.365384615384617,17.29,40.12,27.970769230769232,25.1,3.7715384615384617,17.48153846153846,79.20153846153845,2.516153846153846,100.87769230769231
2008,Hau Giang,27.116923076923076,19.72,40.36,27.626923076923074,24.98076923076923,3.620769230769231,17.198461538461537,80.00923076923075,2.476923076923077,100.86769230769231
2009,Hau Giang,27.070769230769233,15.93,39.94,27.48153846153846,25.116153846153846,3.2523076923076926,17.373846153846156,81.11615384615385,2.5369230769230766,100.88230769230769
2010,Hau Giang,28.068461538461538,20.03,42.27,28.86846153846154,25.454615384615387,3.3430769230769233,17.96846153846154,76.65461538461538,2.3923076923076922,100.89461538461539
2011,Hau Giang,26.996153846153845,18.3,38.1,27.450000000000003,24.956923076923076,3.583076923076923,17.608461538461537,80.45615384615385,2.5923076923076924,100.86615384615385
2012,Hau Giang,27.25230769230769,20.7,38.32,27.646923076923073,25.321538461538463,3.616153846153846,17.513076923076923,81.45538461538462,2.5900000000000003,100.85692307692307
2013,Hau Giang,27.617692307692305,18.74,41.23,28.22846153846154,25.201538461538462,2.9315384615384614,17.22692307692308,77.64769230769231,2.512307692307693,100.88461538461539
2014,Hau Giang,28.00230769230769,16.52,41.58,28.87846153846154,25.13769230769231,2.6153846153846154,18.11769230769231,74.41615384615385,2.479230769230769,100.94615384615385
2015,Hau Giang,28.135384615384616,19.16,40.93,29.006153846153843,25.27,2.81,18.720000000000002,74.67615384615384,2.6584615384615384,101.01384615384616
2016,Hau Giang,28.01153846153846,18.9,42.0,28.72307692307692,25.537692307692307,4.853076923076923,17.706923076923076,78.27307692307691,2.696923076923077,100.92846153846153
2017,Hau Giang,27.00923076923077,16.21,39.51,27.286153846153844,25.363846153846154,5.137692307692307,17.376923076923077,83.83846153846154,2.2953846153846156,100.91307692307691
2018,Hau Giang,27.066153846153846,17.83,39.81,27.39153846153846,25.305384615384618,5.748461538461539,17.40230769230769,82.97153846153847,2.430769230769231,100.92
2019,Hau Giang,27.338461538461537,17.28,40.48,27.74153846153846,25.373076923076926,5.910769230769231,18.196923076923078,81.56846153846155,2.482307692307692,100.9676923076923
2020,Hau Giang,27.706923076923076,18.91,40.45,28.279999999999998,25.470769230769232,8.018461538461539,18.193846153846152,79.56692307692308,2.376153846153846,100.91692307692308
2021,Hau Giang,26.905384615384612,16.69,41.05,27.25923076923077,25.18846153846154,6.704615384615384,17.49153846153846,83.44615384615385,2.316153846153846,100.91307692307691
2022,Hau Giang,26.895384615384614,17.74,39.1,27.123846153846156,25.367692307692305,6.815384615384615,17.025384615384617,84.80461538461539,2.1546153846153846,100.85230769230769
2023,Hau Giang,27.51923076923077,18.64,39.73,27.88153846153846,25.666923076923077,6.273846153846154,17.02846153846154,82.4176923076923,2.38,100.92538461538462
2024,Hau Giang,28.27846153846154,18.11,43.71,28.882307692307695,26.02846153846154,5.929230769230769,17.56,79.68923076923078,2.4723076923076923,100.89307692307693
1995,Hoa Binh,22.41846153846154,3.66,37.81,22.545384615384613,20.904615384615383,3.3815384615384616,14.651538461538461,84.08769230769232,1.926153846153846,99.5076923076923
1996,Hoa Binh,22.450000000000003,2.27,39.53,22.626923076923074,20.72923076923077,4.501538461538461,14.246923076923078,82.30538461538461,1.9846153846153847,99.45384615384616
1997,Hoa Binh,22.97230769230769,6.09,36.55,23.103846153846156,21.56230769230769,4.977692307692307,14.316923076923077,85.09846153846154,1.7969230769230768,99.4876923076923
1998,Hoa Binh,23.54076923076923,6.29,37.58,23.617692307692305,21.866153846153846,3.4407692307692304,15.321538461538463,82.73076923076923,1.8192307692307692,99.44538461538461
1999,Hoa Binh,22.88153846153846,-0.23,37.78,23.02846153846154,21.087692307692308,4.416923076923077,14.696153846153846,81.74307692307693,1.7915384615384615,99.43076923076923
2000,Hoa Binh,22.634615384615383,2.26,35.73,22.73846153846154,21.049230769230768,3.743846153846154,14.379999999999999,83.38076923076923,1.8176923076923077,99.41307692307691
2001,Hoa Binh,22.834615384615386,4.83,39.74,22.955384615384617,21.27,5.443846153846153,13.76923076923077,83.68692307692308,1.8261538461538462,99.42461538461538
2002,Hoa Binh,22.98076923076923,1.13,37.0,23.077692307692306,21.486923076923077,3.5900000000000003,13.797692307692309,84.31615384615384,1.856923076923077,99.46692307692307
2003,Hoa Binh,23.42615384615385,2.0,41.75,23.603846153846156,21.556923076923077,3.7730769230769234,15.074615384615385,81.26307692307692,1.906923076923077,99.48461538461538
2004,Hoa Binh,22.820769230769233,4.38,36.99,23.004615384615384,20.954615384615387,3.5615384615384613,14.030000000000001,80.97076923076922,1.7915384615384615,99.53
2005,Hoa Binh,23.38923076923077,1.75,41.74,23.73076923076923,21.279999999999998,4.195384615384615,13.79076923076923,79.39384615384614,1.9361538461538461,99.45384615384616
2006,Hoa Binh,23.255384615384614,4.21,40.93,23.430769230769233,21.433846153846154,3.5953846153846154,14.229230769230771,81.65538461538462,1.8269230769230769,99.45076923076923
2007,Hoa Binh,23.00769230769231,4.76,40.84,23.157692307692308,21.12846153846154,3.6500000000000004,14.228461538461538,81.01307692307692,1.9030769230769229,99.46076923076923
2008,Hoa Binh,22.157692307692308,3.58,38.95,22.322307692307692,20.454615384615384,4.5976923076923075,13.403846153846153,82.40615384615384,1.7784615384615385,99.48153846153846
2009,Hoa Binh,22.982307692307693,4.07,36.91,23.071538461538463,21.434615384615384,3.8207692307692303,14.313076923076922,83.73923076923076,1.7846153846153845,99.4
2010,Hoa Binh,23.24846153846154,4.93,40.66,23.409230769230767,21.463076923076922,3.9676923076923076,14.042307692307693,82.02538461538461,1.8584615384615384,99.41846153846154
2011,Hoa Binh,21.653076923076924,3.42,36.13,21.79769230769231,20.11076923076923,4.567692307692307,12.80076923076923,83.70076923076924,1.8707692307692307,99.50615384615384
2012,Hoa Binh,22.93846153846154,4.85,38.44,23.1,21.52,4.840769230769231,13.307692307692308,85.09923076923077,1.7484615384615385,99.33
2013,Hoa Binh,22.553846153846152,2.48,38.04,22.60307692307692,21.097692307692306,4.8999999999999995,13.441538461538462,84.62230769230769,1.8061538461538462,99.44384615384615
2014,Hoa Binh,22.79615384615385,2.92,36.51,22.84,21.376153846153844,4.083846153846154,13.645384615384614,84.87538461538462,1.7376923076923076,99.45923076923077
2015,Hoa Binh,23.727692307692312,5.55,39.4,23.894615384615385,22.080000000000002,3.647692307692308,14.476153846153846,83.23461538461538,1.82,99.47846153846154
2016,Hoa Binh,23.28846153846154,1.83,38.92,23.48,21.548461538461538,4.082307692307692,14.220769230769232,82.24615384615385,1.8192307692307692,99.44999999999999
2017,Hoa Binh,23.142307692307693,2.95,39.23,23.29692307692308,21.61846153846154,5.720769230769231,13.093076923076923,84.1823076923077,1.7876923076923075,99.5
2018,Hoa Binh,23.015384615384615,2.8,36.7,23.093846153846155,21.565384615384616,5.538461538461538,13.936153846153845,84.74384615384616,1.7969230769230768,99.42999999999999
2019,Hoa Binh,23.895384615384614,4.08,38.05,23.909230769230767,22.464615384615385,4.387692307692308,14.303076923076922,85.03,1.7353846153846153,99.4176923076923
2020,Hoa Binh,23.220000000000002,5.0,38.06,23.28923076923077,21.858461538461537,4.646153846153846,14.083076923076923,85.53615384615385,1.9484615384615382,99.49153846153845
2021,Hoa Binh,23.090769230769233,2.89,36.16,23.105384615384615,21.671538461538464,5.258461538461538,14.151538461538461,84.95538461538462,1.8453846153846156,99.47076923076922
2022,Hoa Binh,22.65692307692308,4.55,36.74,22.665384615384614,21.321538461538463,5.733076923076923,13.599230769230768,85.73461538461538,1.7938461538461539,99.46538461538461
2023,Hoa Binh,23.597692307692306,3.66,39.93,23.64230769230769,22.029230769230768,4.047692307692308,14.409230769230769,83.73384615384614,1.7776923076923077,99.47076923076922
2024,Hoa Binh,23.946923076923078,3.76,41.88,24.02692307692308,22.361538461538462,5.293846153846155,13.405384615384616,83.68923076923078,1.8807692307692307,99.42153846153846
1995,Hung Yen,23.35153846153846,7.23,35.4,23.61,21.799999999999997,3.4923076923076923,14.67,83.55153846153847,2.773076923076923,101.0653846153846
1996,Hung Yen,23.383076923076924,4.4,37.11,23.706153846153846,21.657692307692308,4.45,14.834615384615384,81.98692307692308,2.8215384615384616,101.01076923076924
1997,Hung Yen,23.86,8.45,34.93,24.106923076923074,22.442307692307693,4.94923076923077,14.639999999999999,84.8323076923077,2.573846153846154,101.04461538461538
1998,Hung Yen,24.51846153846154,8.77,36.97,24.728461538461538,22.836923076923078,3.4976923076923074,15.379999999999999,82.51384615384616,2.667692307692308,100.99461538461539
1999,Hung Yen,23.826923076923077,3.3,36.18,24.14,22.017692307692307,4.337692307692308,15.100000000000001,81.34692307692308,2.5715384615384616,100.98076923076923
2000,Hung Yen,23.57384615384615,5.37,35.2,23.837692307692308,21.902307692307694,3.706153846153846,14.600000000000001,82.49384615384616,2.563846153846154,100.96307692307693
2001,Hung Yen,23.744615384615386,8.11,38.57,24.042307692307695,22.146923076923073,5.382307692307692,13.634615384615385,83.18846153846154,2.597692307692308,100.97307692307693
2002,Hung Yen,23.924615384615382,3.25,35.28,24.155384615384612,22.41923076923077,3.6561538461538463,13.863846153846152,84.03538461538461,2.63,101.01692307692308
2003,Hung Yen,24.410769230769233,4.42,39.97,24.689230769230768,22.549999999999997,3.7800000000000002,15.51076923076923,80.99307692307693,2.69,101.03384615384616
2004,Hung Yen,23.816153846153846,6.89,36.5,24.12153846153846,21.886923076923075,3.6784615384615384,14.427692307692308,80.21538461538461,2.453076923076923,101.08153846153846
2005,Hung Yen,24.138461538461538,5.06,39.91,24.549230769230768,22.14692307692308,4.233846153846154,14.015384615384615,79.8923076923077,2.733076923076923,101.00846153846153
2006,Hung Yen,24.166153846153847,6.82,38.71,24.428461538461537,22.314615384615383,3.5900000000000003,14.437692307692307,81.08076923076922,2.5923076923076924,101.00153846153846
2007,Hung Yen,23.904615384615383,8.54,37.32,24.18,22.014615384615386,3.626923076923077,14.456153846153846,80.67615384615384,2.6553846153846155,101.00923076923075
2008,Hung Yen,23.14846153846154,6.21,36.47,23.46153846153846,21.416923076923077,4.6292307692307695,13.795384615384616,81.92076923076924,2.5546153846153845,101.03538461538461
2009,Hung Yen,23.936923076923076,7.04,35.87,24.142307692307693,22.339230769230767,3.8392307692307694,14.650000000000002,83.13307692307693,2.4953846153846153,100.94923076923077
2010,Hung Yen,24.08923076923077,5.9,37.77,24.348461538461535,22.376153846153844,4.009230769230769,13.850000000000001,82.29307692307692,2.703076923076923,100.97153846153847
2011,Hung Yen,22.66923076923077,6.21,35.57,22.99076923076923,21.012307692307694,4.61,13.485384615384616,82.40538461538462,2.6500000000000004,101.06076923076922
2012,Hung Yen,23.836153846153845,6.88,37.46,24.096923076923076,22.363846153846154,4.9861538461538455,13.43846153846154,84.30923076923077,2.526923076923077,100.88230769230769
2013,Hung Yen,23.51615384615385,5.48,36.79,23.689230769230768,22.009999999999998,5.003076923076923,13.637692307692307,83.95384615384616,2.5946153846153845,100.9923076923077
2014,Hung Yen,23.763076923076923,5.81,34.67,23.91076923076923,22.276153846153843,4.062307692307693,13.696923076923078,84.1123076923077,2.483076923076923,101.01384615384616
2015,Hung Yen,24.526153846153843,8.5,37.8,24.74846153846154,22.975384615384616,4.263076923076923,14.217692307692307,83.76307692307692,2.6438461538461535,101.03384615384616
2016,Hung Yen,23.924615384615382,4.22,35.36,24.142307692307693,22.357692307692307,4.785384615384616,13.978461538461538,83.44923076923077,2.523076923076923,101.00307692307692
2017,Hung Yen,23.941538461538464,5.86,37.53,24.173076923076923,22.462307692307693,6.173846153846153,13.21923076923077,84.28384615384616,2.5553846153846154,101.05153846153847
2018,Hung Yen,23.86,5.75,35.06,24.04692307692308,22.376923076923074,5.479230769230769,13.886153846153848,84.26307692307692,2.5069230769230773,100.98230769230769
2019,Hung Yen,24.72307692307692,7.45,36.9,24.835384615384616,23.295384615384613,4.273846153846154,14.142307692307693,84.83692307692307,2.503846153846154,100.96615384615384
2020,Hung Yen,24.14846153846154,7.13,35.91,24.338461538461537,22.762307692307694,5.1230769230769235,13.99846153846154,85.12153846153845,2.826923076923077,101.04307692307692
2021,Hung Yen,24.02846153846154,6.22,35.2,24.169999999999998,22.552307692307693,5.318461538461539,14.447692307692307,84.23076923076923,2.616923076923077,101.02
2022,Hung Yen,23.60923076923077,6.49,34.02,23.78076923076923,22.19538461538462,6.013076923076923,14.034615384615385,84.83538461538463,2.5807692307692305,101.01846153846154
2023,Hung Yen,24.42538461538462,6.57,37.96,24.584615384615386,22.88,4.586153846153846,14.168461538461539,83.72846153846154,2.5461538461538464,101.01692307692308
2024,Hung Yen,24.673076923076923,6.08,38.24,24.81692307692308,23.165384615384614,6.476153846153846,13.44846153846154,84.09076923076924,2.6792307692307693,100.97153846153847
1995,Khanh Hoa,22.975384615384616,12.23,35.69,23.44538461538462,21.198461538461537,3.4346153846153844,18.405384615384612,82.5723076923077,1.35,94.39923076923077
1996,Khanh Hoa,22.77153846153846,11.5,35.09,23.14153846153846,21.20846153846154,5.106153846153846,18.143846153846155,84.32615384615384,1.4,94.34923076923077
1997,Khanh Hoa,23.036153846153848,12.05,33.77,23.382307692307695,21.36923076923077,2.1153846153846154,19.563846153846153,83.23076923076923,1.2553846153846153,94.46538461538461
1998,Khanh Hoa,24.240000000000002,14.46,37.07,24.803846153846152,22.223846153846157,5.84,18.915384615384617,81.12923076923077,1.2776923076923077,94.38538461538461
1999,Khanh Hoa,22.725384615384616,11.39,31.35,22.902307692307694,21.50076923076923,4.338461538461538,17.762307692307694,87.08461538461538,1.359230769230769,94.30000000000001
2000,Khanh Hoa,22.90692307692308,14.6,32.56,23.106153846153845,21.512307692307694,3.7153846153846155,17.81230769230769,85.57307692307693,1.283076923076923,94.2776923076923
2001,Khanh Hoa,23.321538461538463,13.77,34.27,23.603846153846156,21.654615384615383,2.7392307692307694,18.134615384615383,83.28923076923077,1.3115384615384615,94.32000000000001
2002,Khanh Hoa,23.96153846153846,12.8,36.2,24.58230769230769,21.626923076923074,2.6030769230769235,19.072307692307692,78.16384615384615,1.3992307692307693,94.40230769230769
2003,Khanh Hoa,23.653846153846153,13.32,36.04,24.204615384615387,21.523076923076925,2.7038461538461536,18.896923076923077,79.69615384615385,1.363846153846154,94.41615384615385
2004,Khanh Hoa,23.62153846153846,11.75,35.85,24.30923076923077,21.319230769230767,1.7623076923076924,19.206153846153846,78.18384615384615,1.473076923076923,94.4276923076923
2005,Khanh Hoa,24.39846153846154,13.57,38.63,25.21076923076923,21.666153846153847,2.987692307692307,18.308461538461536,75.20692307692308,1.4769230769230768,94.38153846153847
2006,Khanh Hoa,23.716923076923077,14.12,35.18,24.23846153846154,21.656153846153845,1.5969230769230767,18.64923076923077,80.0323076923077,1.3784615384615386,94.3746153846154
2007,Khanh Hoa,23.895384615384614,12.25,37.98,24.54769230769231,21.584615384615386,3.0992307692307692,17.75076923076923,78.32615384615384,1.4753846153846153,94.34384615384616
2008,Khanh Hoa,23.106923076923074,13.97,33.74,23.43846153846154,21.394615384615385,3.831538461538462,17.473846153846154,82.99307692307693,1.3492307692307692,94.34923076923077
2009,Khanh Hoa,23.144615384615385,13.24,33.28,23.35846153846154,21.56,2.9323076923076927,18.184615384615384,83.8876923076923,1.2807692307692307,94.33153846153846
2010,Khanh Hoa,24.184615384615384,14.13,38.1,24.79153846153846,21.924615384615382,4.277692307692307,17.990000000000002,78.91307692307691,1.2515384615384615,94.38461538461539
2011,Khanh Hoa,22.949230769230773,13.07,34.17,23.25076923076923,21.287692307692307,2.5415384615384613,17.592307692307692,83.25076923076924,1.3753846153846152,94.33153846153846
2012,Khanh Hoa,23.826153846153847,15.12,34.79,24.21923076923077,21.86846153846154,2.787692307692308,18.572307692307692,80.92461538461538,1.2515384615384615,94.31
2013,Khanh Hoa,23.743076923076924,13.17,36.57,24.299999999999997,21.58076923076923,2.7346153846153842,18.053846153846152,79.36307692307693,1.3261538461538462,94.35615384615386
2014,Khanh Hoa,24.150769230769228,12.53,37.11,24.883846153846154,21.549230769230768,1.8246153846153847,18.840769230769233,75.96461538461539,1.356923076923077,94.41
2015,Khanh Hoa,24.483076923076922,11.24,36.85,25.29,21.736153846153847,2.411538461538462,19.80461538461538,75.03615384615385,1.32,94.47461538461539
2016,Khanh Hoa,24.01076923076923,12.91,39.17,24.463076923076922,22.163846153846155,6.202307692307692,18.53076923076923,82.52846153846153,1.2292307692307693,94.39384615384614
2017,Khanh Hoa,23.049999999999997,11.78,33.01,23.18769230769231,21.894615384615385,5.6838461538461535,17.762307692307694,87.8423076923077,1.1846153846153846,94.39384615384614
2018,Khanh Hoa,22.89076923076923,11.26,32.23,23.12076923076923,21.55923076923077,5.260769230769231,18.391538461538463,86.18846153846154,1.32,94.38846153846154
2019,Khanh Hoa,23.12846153846154,13.01,33.4,23.293076923076924,21.759999999999998,5.274615384615386,19.517692307692307,85.88538461538461,1.2569230769230768,94.42384615384616
2020,Khanh Hoa,23.4,11.55,36.59,23.740000000000002,21.841538461538462,5.096153846153846,18.90230769230769,84.51384615384616,1.2007692307692308,94.40923076923076
2021,Khanh Hoa,22.86846153846154,11.19,31.97,23.048461538461538,21.574615384615388,6.423846153846155,18.186153846153847,86.58461538461538,1.3030769230769232,94.38307692307693
2022,Khanh Hoa,22.934615384615388,14.09,32.06,23.08923076923077,21.76846153846154,6.063846153846153,17.697692307692307,87.68076923076923,1.143076923076923,94.34076923076924
2023,Khanh Hoa,23.45846153846154,13.4,33.66,23.592307692307692,22.22153846153846,5.19923076923077,18.557692307692307,87.08307692307692,1.2092307692307693,94.40384615384616
2024,Khanh Hoa,23.857692307692307,15.16,37.34,24.10230769230769,22.43846153846154,4.838461538461539,18.22923076923077,85.65,1.2,94.39153846153846
1995,Kien Giang,27.54076923076923,16.41,39.1,28.22230769230769,25.21,5.916153846153846,19.391538461538463,78.22076923076924,2.876153846153846,100.88384615384615
1996,Kien Giang,27.13,15.29,39.41,27.75230769230769,25.194615384615382,6.8015384615384615,18.68,81.32153846153847,2.723846153846154,100.85153846153845
1997,Kien Giang,27.303076923076922,17.54,38.42,27.909230769230767,25.33076923076923,5.916153846153846,19.257692307692306,80.79461538461538,2.8469230769230767,100.99538461538462
1998,Kien Giang,28.429230769230767,19.43,40.31,29.19538461538462,25.951538461538462,6.872307692307692,19.23923076923077,77.50307692307692,2.9000000000000004,100.87692307692308
1999,Kien Giang,26.73076923076923,16.34,37.13,27.180769230769233,25.180769230769233,6.856153846153846,18.591538461538462,84.12230769230769,2.9899999999999998,100.82846153846154
2000,Kien Giang,27.22153846153846,19.51,38.19,27.774615384615384,25.35846153846154,4.852307692307692,18.52846153846154,81.54076923076923,2.9053846153846155,100.80076923076923
2001,Kien Giang,27.436923076923076,19.16,37.84,28.056923076923077,25.433846153846154,3.8653846153846154,18.577692307692306,80.38384615384615,3.0207692307692304,100.84538461538462
2002,Kien Giang,28.01923076923077,18.99,39.14,28.79153846153846,25.456923076923076,3.0369230769230766,19.209230769230768,76.17692307692307,3.14,100.92076923076924
2003,Kien Giang,27.91,19.56,39.23,28.653076923076924,25.48153846153846,3.523076923076923,18.677692307692308,77.23307692307692,2.9753846153846153,100.91846153846154
2004,Kien Giang,27.941538461538464,20.79,39.01,28.724615384615387,25.420769230769228,3.2615384615384615,19.014615384615386,76.46846153846154,2.8853846153846154,100.92999999999999
2005,Kien Giang,28.043846153846154,18.83,39.71,28.79076923076923,25.50923076923077,3.083076923076923,18.48153846153846,76.54846153846154,3.0730769230769233,100.90461538461538
2006,Kien Giang,27.781538461538464,19.42,38.79,28.404615384615383,25.583846153846153,3.776923076923077,18.16846153846154,78.97769230769231,2.856923076923077,100.88846153846154
2007,Kien Giang,27.764615384615386,18.34,39.02,28.396153846153844,25.446923076923078,3.560769230769231,18.223076923076924,78.13923076923076,2.816153846153846,100.85230769230769
2008,Kien Giang,27.52769230769231,20.41,39.02,28.096153846153847,25.340769230769233,3.560769230769231,18.12923076923077,78.94307692307692,2.833846153846154,100.84615384615384
2009,Kien Giang,27.506923076923076,17.74,37.39,28.034615384615385,25.482307692307693,3.226153846153846,18.072307692307692,80.10538461538461,2.980769230769231,100.86307692307693
2010,Kien Giang,28.415384615384614,20.24,39.7,29.178461538461537,25.821538461538463,3.0623076923076917,18.786153846153844,76.00307692307692,2.671538461538461,100.86846153846153
2011,Kien Giang,27.412307692307692,19.49,36.63,27.93,25.317692307692308,3.835384615384615,18.14769230769231,79.57461538461538,3.0015384615384613,100.84307692307692
2012,Kien Giang,27.645384615384614,21.73,37.07,28.1,25.70307692307692,4.013076923076923,18.302307692307693,80.92538461538462,2.9692307692307693,100.83538461538461
2013,Kien Giang,27.94538461538462,19.73,39.04,28.536923076923078,25.576153846153847,3.0846153846153848,18.186923076923076,77.44076923076923,2.8407692307692307,100.8623076923077
2014,Kien Giang,28.144615384615385,17.99,39.8,28.892307692307693,25.506923076923076,2.946153846153846,18.89,75.44538461538461,2.6538461538461537,100.92384615384616
2015,Kien Giang,28.136153846153846,19.27,38.78,28.836923076923078,25.613076923076925,3.563076923076923,19.21076923076923,76.58307692307693,2.8530769230769235,100.99538461538462
2016,Kien Giang,28.307692307692307,19.67,39.88,28.962307692307693,25.89692307692308,4.913076923076923,18.492307692307694,77.83461538461539,2.9884615384615385,100.90384615384616
2017,Kien Giang,27.553846153846152,17.71,37.29,28.00153846153846,25.74846153846154,4.8938461538461535,18.25307692307692,81.99615384615385,2.792307692307692,100.89076923076922
2018,Kien Giang,27.513846153846153,18.92,38.21,27.946153846153848,25.691538461538464,5.928461538461539,17.934615384615384,81.87769230769231,2.787692307692308,100.89692307692309
2019,Kien Giang,27.886923076923075,18.75,39.23,28.43846153846154,25.785384615384615,5.940769230769231,18.826923076923077,79.88461538461539,2.8484615384615384,100.94307692307692
2020,Kien Giang,28.107692307692307,20.62,38.28,28.726153846153846,25.845384615384617,7.51,18.7,78.65230769230769,2.6923076923076925,100.89230769230768
2021,Kien Giang,27.385384615384616,17.85,38.19,27.873846153846156,25.533076923076923,6.651538461538461,18.307692307692307,81.74615384615385,2.790769230769231,100.89076923076922
2022,Kien Giang,27.392307692307693,19.01,37.28,27.79692307692308,25.706923076923076,6.676923076923076,18.020769230769233,83.00384615384615,2.61,100.83076923076922
2023,Kien Giang,27.964615384615385,19.82,38.3,28.426923076923078,25.99230769230769,5.88,18.236923076923077,80.82000000000001,2.8515384615384614,100.90538461538462
2024,Kien Giang,28.716153846153848,19.38,41.43,29.35153846153846,26.372307692307693,6.230769230769231,18.383846153846154,78.21615384615384,2.806923076923077,100.86923076923077
1995,Kon Tum,21.31153846153846,8.35,33.76,21.276153846153843,19.62,5.305384615384615,17.091538461538462,83.1246153846154,0.12307692307692308,91.5823076923077
1996,Kon Tum,21.206923076923076,9.39,32.73,21.17615384615385,19.68846153846154,6.492307692307692,16.279230769230768,84.48461538461538,0.12769230769230772,91.53692307692307
1997,Kon Tum,21.516923076923074,10.35,32.7,21.476923076923075,19.923076923076923,2.411538461538462,17.444615384615386,83.78538461538461,0.12000000000000001,91.64153846153846
1998,Kon Tum,22.87153846153846,12.5,36.78,22.867692307692305,20.74769230769231,6.9338461538461535,17.459230769230768,80.32538461538462,0.11923076923076924,91.58153846153846
1999,Kon Tum,21.063076923076924,6.71,30.43,21.042307692307695,19.985384615384614,5.6923076923076925,15.874615384615385,88.42538461538462,0.12461538461538463,91.49692307692308
2000,Kon Tum,21.71153846153846,11.68,32.46,21.693846153846152,20.043846153846154,3.1907692307692312,16.07,83.06461538461538,0.1176923076923077,91.47076923076922
2001,Kon Tum,22.292307692307695,11.1,36.04,22.287692307692307,20.25153846153846,2.523076923076923,16.46846153846154,79.95076923076923,0.11692307692307692,91.50846153846155
2002,Kon Tum,22.98846153846154,12.12,35.68,23.014615384615386,20.274615384615384,1.6738461538461538,16.361538461538462,74.66923076923078,0.12153846153846154,91.57923076923076
2003,Kon Tum,22.947692307692307,11.29,36.68,23.00923076923077,20.113846153846154,1.6192307692307693,16.78076923076923,73.65153846153846,0.12000000000000001,91.59153846153846
2004,Kon Tum,22.96923076923077,11.62,36.4,23.04153846153846,19.834615384615386,1.0038461538461538,16.886923076923075,71.26076923076923,0.12769230769230772,91.60153846153845
2005,Kon Tum,23.366923076923076,10.96,36.94,23.423846153846153,20.198461538461537,1.6907692307692308,16.196923076923078,71.33846153846153,0.13153846153846155,91.56230769230768
2006,Kon Tum,23.169999999999998,12.02,35.78,23.234615384615385,20.24153846153846,1.1961538461538461,17.053076923076922,72.94615384615385,0.12615384615384617,91.54846153846155
2007,Kon Tum,23.10307692307692,10.18,37.34,23.15615384615385,20.164615384615384,1.9615384615384615,15.988461538461538,72.91307692307693,0.12846153846153846,91.5276923076923
2008,Kon Tum,22.465384615384615,11.77,35.41,22.51153846153846,19.904615384615383,1.8807692307692307,15.719999999999999,75.45461538461538,0.12153846153846154,91.53076923076924
2009,Kon Tum,22.616923076923076,10.53,34.85,22.642307692307693,20.13923076923077,2.0684615384615386,16.33,76.28769230769231,0.11846153846153847,91.50846153846155
2010,Kon Tum,23.355384615384615,10.55,36.45,23.39692307692308,20.544615384615383,2.056923076923077,16.86076923076923,73.92615384615384,0.11538461538461539,91.56384615384614
2011,Kon Tum,22.11,11.46,35.37,22.15,19.74153846153846,2.1330769230769233,15.316153846153846,77.11076923076924,0.12692307692307692,91.51307692307692
2012,Kon Tum,23.282307692307693,12.57,34.69,23.324615384615388,20.551538461538463,1.0884615384615386,16.763076923076923,74.28307692307693,0.11846153846153847,91.4876923076923
2013,Kon Tum,22.893076923076926,11.06,36.71,22.962307692307693,20.09307692307692,2.17,15.88923076923077,74.01692307692308,0.12230769230769231,91.5323076923077
2014,Kon Tum,23.142307692307693,10.45,36.93,23.182307692307692,20.108461538461537,1.26,17.263846153846153,72.24153846153845,0.12307692307692308,91.58846153846154
2015,Kon Tum,23.532307692307693,9.0,37.09,23.593846153846155,20.267692307692307,1.3723076923076922,18.051538461538463,70.71076923076923,0.12000000000000001,91.65307692307692
