year,region_level,region_name,commodity,season,area_thousand_ha,yield_ta_per_ha,production_thousand_tonnes
2013,1,Tuyen Quang,sweet_potato,annual,3.6,,22.3
2013,1,Vinh Long,cassava,annual,0.2,,2.7
2013,1,Vinh Long,maize,annual,1.1,23.6,2.6
2013,1,Vinh Long,rice,main_rainy,,,
2013,1,Vinh Long,rice,summer_autumn_fall,118.4,54.2,641.7
2013,1,Vinh Long,rice,winter_spring,63.5,66.5,422.0
2013,1,Vinh Long,sweet_potato,annual,10.1,,289.6
2013,1,Vinh Phuc,maize,annual,15.8,41.3,65.2
2013,1,Vinh Phuc,rice,main_rainy,28.1,43.5,122.1
2013,1,Vinh Phuc,rice,winter_spring,30.9,60.3,186.3
2013,1,Vinh Phuc,sweet_potato,annual,2.5,,24.4
2013,1,Yen Bai,cassava,annual,16.9,,325.0
2013,1,Yen Bai,maize,annual,26.7,31.6,84.5
2013,1,Yen Bai,rice,main_rainy,21.8,44.8,97.6
2013,1,Yen Bai,rice,winter_spring,18.7,54.0,100.9
2013,1,Yen Bai,sweet_potato,annual,2.8,,15.4
2014,1,An Giang,cassava,annual,0.8,,19.4
2014,1,An Giang,maize,annual,9.6,80.7,77.5
2014,1,An Giang,rice,main_rainy,5.1,47.6,24.3
2014,1,An Giang,rice,summer_autumn_fall,383.2,56.4,2161.4
2014,1,An Giang,rice,winter_spring,237.5,77.4,1837.2
2014,1,An Giang,sweet_potato,annual,0.7,,12.4
2014,1,Ba Ria - Vung Tau,cassava,annual,8.2,,208.5
2014,1,Ba Ria - Vung Tau,maize,annual,15.9,45.7,72.6
2014,1,Ba Ria - Vung Tau,rice,main_rainy,10.3,42.1,43.4
2014,1,Ba Ria - Vung Tau,rice,summer_autumn_fall,7.8,42.2,32.9
2014,1,Ba Ria - Vung Tau,rice,winter_spring,5.4,54.3,29.3
2014,1,Ba Ria - Vung Tau,sweet_potato,annual,0.1,,0.5
2014,1,Bac Giang,cassava,annual,5.7,,82.9
2014,1,Bac Giang,maize,annual,10.1,39.0,39.4
2014,1,Bac Giang,rice,main_rainy,59.0,53.3,314.5
2014,1,Bac Giang,rice,winter_spring,53.8,58.0,312.1
2014,1,Bac Giang,sweet_potato,annual,6.1,,63.3
2014,1,Bac Kan,cassava,annual,2.9,,31.3
2014,1,Bac Kan,maize,annual,16.6,38.6,64.1
2014,1,Bac Kan,rice,main_rainy,15.3,44.2,67.7
2014,1,Bac Kan,rice,winter_spring,8.7,51.0,44.4
2014,1,Bac Kan,sweet_potato,annual,0.5,,2.5
2014,1,Bac Lieu,maize,annual,0.2,40.0,0.8
2014,1,Bac Lieu,rice,main_rainy,78.0,50.3,392.2
2014,1,Bac Lieu,rice,summer_autumn_fall,56.0,55.4,310.1
2014,1,Bac Lieu,rice,winter_spring,46.2,72.4,334.7
2014,1,Bac Lieu,sweet_potato,annual,0.6,,3.8
2014,1,Bac Ninh,maize,annual,3.7,47.6,17.6
2014,1,Bac Ninh,rice,main_rainy,36.4,57.8,210.5
2014,1,Bac Ninh,rice,winter_spring,36.3,63.1,228.9
2014,1,Bac Ninh,sweet_potato,annual,0.6,,6.5
2014,1,Ben Tre,maize,annual,0.7,38.6,2.7
2014,1,Ben Tre,rice,main_rainy,29.2,45.0,131.4
2014,1,Ben Tre,rice,summer_autumn_fall,19.3,42.7,82.5
2014,1,Ben Tre,rice,winter_spring,18.1,58.0,105.0
2014,1,Ben Tre,sweet_potato,annual,0.1,,1.1
2014,1,Binh Dinh,cassava,annual,13.7,,329.8
2014,1,Binh Dinh,maize,annual,8.3,55.9,46.4
2014,1,Binh Dinh,rice,main_rainy,16.1,46.6,75.0
2014,1,Binh Dinh,rice,summer_autumn_fall,42.4,59.0,250.2
2014,1,Binh Dinh,rice,winter_spring,47.8,67.9,324.5
2014,1,Binh Dinh,sweet_potato,annual,0.3,,1.6
2014,1,Binh Duong,cassava,annual,4.6,,82.6
2014,1,Binh Duong,maize,annual,0.4,17.5,0.7
2014,1,Binh Duong,rice,main_rainy,4.0,37.3,14.9
2014,1,Binh Duong,rice,summer_autumn_fall,1.7,39.4,6.7
2014,1,Binh Duong,rice,winter_spring,2.6,48.1,12.5
2014,1,Binh Duong,sweet_potato,annual,0.2,,1.6
2014,1,Binh Phuoc,cassava,annual,18.7,,431.7
2014,1,Binh Phuoc,maize,annual,4.9,37.6,18.4
2014,1,Binh Phuoc,rice,main_rainy,9.7,32.6,31.6
2014,1,Binh Phuoc,rice,winter_spring,3.3,33.3,11.0
2014,1,Binh Phuoc,sweet_potato,annual,0.4,,2.7
2014,1,Binh Thuan,cassava,annual,32.7,,521.3
2014,1,Binh Thuan,maize,annual,19.9,61.8,123.0
2014,1,Binh Thuan,rice,main_rainy,41.6,52.5,218.3
2014,1,Binh Thuan,rice,summer_autumn_fall,42.2,55.5,234.1
2014,1,Binh Thuan,rice,winter_spring,35.9,61.6,221.0
2014,1,Binh Thuan,sweet_potato,annual,0.9,,5.2
2014,1,Ca Mau,maize,annual,0.5,36.0,1.8
2014,1,Ca Mau,rice,main_rainy,90.7,43.4,393.5
2014,1,Ca Mau,rice,summer_autumn_fall,36.7,43.2,158.5
2014,1,Ca Mau,rice,winter_spring,,,
2014,1,Ca Mau,sweet_potato,annual,0.2,,1.0
2014,1,Can Tho,maize,annual,1.0,55.0,5.5
2014,1,Can Tho,rice,main_rainy,,,
2014,1,Can Tho,rice,summer_autumn_fall,144.3,50.0,721.6
2014,1,Can Tho,rice,winter_spring,88.0,73.4,646.1
2014,1,Can Tho,sweet_potato,annual,0.0,,
2014,1,Cao Bang,cassava,annual,3.2,,45.1
2014,1,Cao Bang,maize,annual,39.0,32.8,128.1
2014,1,Cao Bang,rice,main_rainy,27.1,40.6,110.1
2014,1,Cao Bang,rice,winter_spring,3.3,50.9,16.8
2014,1,Cao Bang,sweet_potato,annual,1.5,,8.8
2014,1,Da Nang,maize,annual,0.4,50.0,2.0
2014,1,Da Nang,rice,main_rainy,2.5,60.0,15.0
2014,1,Da Nang,rice,summer_autumn_fall,,,
2014,1,Da Nang,rice,winter_spring,3.0,63.0,18.9
2014,1,Da Nang,sweet_potato,annual,0.3,,2.1
2014,1,Dak Lak,cassava,annual,32.2,,617.6
2014,1,Dak Lak,maize,annual,122.3,54.9,671.4
2014,1,Dak Lak,rice,main_rainy,57.5,55.9,321.6
2014,1,Dak Lak,rice,winter_spring,36.9,69.4,256.2
2014,1,Dak Lak,sweet_potato,annual,2.8,,30.7
2014,1,Dak Nong,cassava,annual,19.4,,315.4
2014,1,Dak Nong,maize,annual,52.6,63.6,334.4
2014,1,Dak Nong,rice,main_rainy,8.0,56.1,44.9
2014,1,Dak Nong,rice,winter_spring,4.6,62.2,28.6
2014,1,Dak Nong,sweet_potato,annual,7.4,,92.7
2014,1,Dien Bien,cassava,annual,7.2,,57.0
2014,1,Dien Bien,maize,annual,29.9,25.5,76.1
2014,1,Dien Bien,rice,main_rainy,40.9,29.2,119.3
2014,1,Dien Bien,rice,winter_spring,8.5,60.4,51.3
2014,1,Dien Bien,sweet_potato,annual,0.7,,7.8
2014,1,Dong Nai,cassava,annual,15.4,,385.2
2014,1,Dong Nai,maize,annual,52.2,67.9,354.3
2014,1,Dong Nai,rice,main_rainy,26.5,49.8,132.1
2014,1,Dong Nai,rice,summer_autumn_fall,24.3,49.5,120.3
2014,1,Dong Nai,rice,winter_spring,14.5,58.6,84.9
2014,1,Dong Nai,sweet_potato,annual,0.3,,2.9
2014,1,Dong Thap,maize,annual,4.7,77.4,36.4
2014,1,Dong Thap,rice,main_rainy,,,
2014,1,Dong Thap,rice,summer_autumn_fall,321.2,56.1,1803.0
2014,1,Dong Thap,rice,winter_spring,207.4,72.2,1497.0
2014,1,Dong Thap,sweet_potato,annual,4.5,,107.8
2014,1,Gia Lai,cassava,annual,61.6,,1114.2
2014,1,Gia Lai,maize,annual,52.6,41.2,216.6
2014,1,Gia Lai,rice,main_rainy,48.9,40.5,197.9
2014,1,Gia Lai,rice,winter_spring,26.3,57.9,152.2
2014,1,Gia Lai,sweet_potato,annual,1.9,,16.8
2014,1,Ha Giang,cassava,annual,5.0,,39.5
2014,1,Ha Giang,maize,annual,54.2,32.9,178.4
2014,1,Ha Giang,rice,main_rainy,27.9,55.5,154.8
2014,1,Ha Giang,rice,winter_spring,9.5,55.9,53.1
2014,1,Ha Giang,sweet_potato,annual,1.7,,7.9
2014,1,Ha Nam,maize,annual,8.7,50.0,43.5
2014,1,Ha Nam,rice,main_rainy,34.0,53.4,181.7
2014,1,Ha Nam,rice,winter_spring,33.4,65.8,219.9
2014,1,Ha Nam,sweet_potato,annual,0.7,,8.2
2014,1,Ha Noi,cassava,annual,1.9,,37.8
2014,1,Ha Noi,maize,annual,20.2,48.5,98.0
2014,1,Ha Noi,rice,main_rainy,101.2,54.8,554.8
2014,1,Ha Noi,rice,winter_spring,101.6,61.1,620.7
2014,1,Ha Noi,sweet_potato,annual,3.4,,34.5
2014,1,Ha Tay,maize,annual,,,
2014,1,Ha Tay,rice,main_rainy,,,
2014,1,Ha Tay,rice,winter_spring,,,
2014,1,Ha Tay,sweet_potato,annual,,,
2014,1,Ha Tinh,cassava,annual,4.0,,58.6
2014,1,Ha Tinh,maize,annual,8.3,30.0,24.9
2014,1,Ha Tinh,rice,main_rainy,1.7,24.7,4.2
2014,1,Ha Tinh,rice,summer_autumn_fall,42.8,44.3,189.7
2014,1,Ha Tinh,rice,winter_spring,56.6,56.1,317.5
2014,1,Ha Tinh,sweet_potato,annual,5.9,,35.9
2014,1,Hai Duong,maize,annual,4.1,51.2,21.0
2014,1,Hai Duong,rice,main_rainy,62.0,55.2,342.1
2014,1,Hai Duong,rice,winter_spring,63.0,63.6,400.5
2014,1,Hai Duong,sweet_potato,annual,0.9,,8.5
2014,1,Hai Phong,maize,annual,1.3,48.5,6.3
2014,1,Hai Phong,rice,main_rainy,39.6,56.9,225.4
2014,1,Hai Phong,rice,winter_spring,37.5,69.1,259.3
2014,1,Hai Phong,sweet_potato,annual,1.0,,10.8
2014,1,Hau Giang,maize,annual,2.7,49.3,13.3
2014,1,Hau Giang,rice,main_rainy,,,
2014,1,Hau Giang,rice,summer_autumn_fall,127.8,48.7,621.9
2014,1,Hau Giang,rice,winter_spring,77.5,75.2,582.7
2014,1,Hau Giang,sweet_potato,annual,0.2,,2.9
2014,1,Hoa Binh,cassava,annual,12.5,,156.7
2014,1,Hoa Binh,maize,annual,37.6,40.5,152.2
2014,1,Hoa Binh,rice,main_rainy,24.2,51.0,123.4
2014,1,Hoa Binh,rice,winter_spring,16.2,56.5,91.6
2014,1,Hoa Binh,sweet_potato,annual,4.9,,26.6
2014,1,Hung Yen,maize,annual,8.4,56.0,47.0
2014,1,Hung Yen,rice,main_rainy,39.4,57.5,226.7
2014,1,Hung Yen,rice,winter_spring,39.5,66.6,262.9
2014,1,Hung Yen,sweet_potato,annual,0.6,,8.4
2014,1,Khanh Hoa,cassava,annual,6.0,,115.3
2014,1,Khanh Hoa,maize,annual,6.7,22.2,14.9
2014,1,Khanh Hoa,rice,main_rainy,7.9,39.0,30.8
2014,1,Khanh Hoa,rice,summer_autumn_fall,17.0,57.6,97.9
2014,1,Khanh Hoa,rice,winter_spring,20.7,64.1,132.6
2014,1,Khanh Hoa,sweet_potato,annual,0.2,,1.0
2014,1,Kien Giang,cassava,annual,0.7,,20.7
2014,1,Kien Giang,maize,annual,0.1,70.0,0.7
2014,1,Kien Giang,rice,main_rainy,62.4,44.9,280.3
2014,1,Kien Giang,rice,summer_autumn_fall,385.3,53.1,2044.3
2014,1,Kien Giang,rice,winter_spring,305.9,72.2,2207.6
2014,1,Kien Giang,sweet_potato,annual,1.1,,29.0
2014,1,Kon Tum,cassava,annual,38.0,,573.3
2014,1,Kon Tum,maize,annual,6.7,37.3,25.0
2014,1,Kon Tum,rice,main_rainy,16.4,32.1,52.6
2014,1,Kon Tum,rice,winter_spring,7.2,45.8,33.0
2014,1,Kon Tum,sweet_potato,annual,0.1,,1.1
2014,1,Lai Chau,cassava,annual,4.4,,36.5
2014,1,Lai Chau,maize,annual,22.1,28.1,62.1
2014,1,Lai Chau,rice,main_rainy,24.2,38.8,93.8
2014,1,Lai Chau,rice,winter_spring,6.2,54.7,33.9
2014,1,Lai Chau,sweet_potato,annual,0.4,,2.1
2014,1,Lam Dong,maize,annual,15.4,51.4,79.1
2014,1,Lam Dong,rice,main_rainy,15.2,48.4,73.5
2014,1,Lam Dong,rice,summer_autumn_fall,6.2,49.5,30.7
2014,1,Lam Dong,rice,winter_spring,10.6,50.8,53.8
2014,1,Lam Dong,sweet_potato,annual,1.5,,19.9
2014,1,Lang Son,cassava,annual,5.0,,51.8
2014,1,Lang Son,maize,annual,21.6,45.6,98.4
2014,1,Lang Son,rice,main_rainy,34.6,37.5,129.6
2014,1,Lang Son,rice,winter_spring,16.1,51.7,83.3
2014,1,Lang Son,sweet_potato,annual,2.1,,12.6
2014,1,Lao Cai,cassava,annual,9.1,,114.3
2014,1,Lao Cai,maize,annual,39.1,30.1,117.7
2014,1,Lao Cai,rice,main_rainy,20.9,44.8,93.6
2014,1,Lao Cai,rice,winter_spring,9.9,55.4,54.8
2014,1,Lao Cai,sweet_potato,annual,1.0,,5.7
2014,1,Long An,cassava,annual,1.3,,21.6
2014,1,Long An,maize,annual,4.2,69.5,29.2
2014,1,Long An,rice,main_rainy,8.8,36.6,32.2
2014,1,Long An,rice,summer_autumn_fall,274.9,45.4,1247.9
2014,1,Long An,rice,winter_spring,235.5,67.1,1580.5
2014,1,Long An,sweet_potato,annual,0.0,,0.2
2014,1,Nam Dinh,maize,annual,4.3,43.3,18.6
2014,1,Nam Dinh,rice,main_rainy,78.6,52.2,410.2
2014,1,Nam Dinh,rice,winter_spring,76.3,69.1,527.5
2014,1,Nam Dinh,sweet_potato,annual,1.8,,15.8
2014,1,Nghe An,cassava,annual,16.5,,379.7
2014,1,Nghe An,maize,annual,55.7,34.7,193.1
2014,1,Nghe An,rice,main_rainy,38.4,35.2,135.3
2014,1,Nghe An,rice,summer_autumn_fall,59.3,47.5,281.6
2014,1,Nghe An,rice,winter_spring,90.2,66.0,595.6
2014,1,Nghe An,sweet_potato,annual,6.3,,40.9
2014,1,Ninh Binh,maize,annual,6.3,34.3,21.6
2014,1,Ninh Binh,rice,main_rainy,38.6,54.2,209.3
2014,1,Ninh Binh,rice,winter_spring,41.8,65.8,275.0
2014,1,Ninh Binh,sweet_potato,annual,2.1,,17.7
2014,1,Ninh Thuan,maize,annual,14.0,41.8,58.5
2014,1,Ninh Thuan,rice,main_rainy,14.0,53.7,75.2
2014,1,Ninh Thuan,rice,summer_autumn_fall,12.8,63.8,81.6
2014,1,Ninh Thuan,rice,winter_spring,16.0,69.3,110.9
2014,1,Ninh Thuan,sweet_potato,annual,0.1,,1.1
2014,1,Phu Tho,cassava,annual,8.6,,116.5
2014,1,Phu Tho,maize,annual,18.7,45.9,85.8
2014,1,Phu Tho,rice,main_rainy,32.6,50.0,162.9
2014,1,Phu Tho,rice,winter_spring,37.0,57.6,213.1
2014,1,Phu Tho,sweet_potato,annual,2.6,,16.6
2014,1,Phu Yen,cassava,annual,19.5,,354.0
2014,1,Phu Yen,maize,annual,6.2,35.5,22.0
2014,1,Phu Yen,rice,main_rainy,5.7,32.6,18.6
2014,1,Phu Yen,rice,summer_autumn_fall,24.4,64.6,157.7
2014,1,Phu Yen,rice,winter_spring,26.9,70.1,188.7
2014,1,Phu Yen,sweet_potato,annual,0.2,,1.2
2014,1,Quang Binh,cassava,annual,5.8,,108.2
2014,1,Quang Binh,maize,annual,4.5,47.6,21.4
2014,1,Quang Binh,rice,main_rainy,0.5,16.0,0.8
2014,1,Quang Binh,rice,summer_autumn_fall,24.1,40.5,97.6
2014,1,Quang Binh,rice,winter_spring,29.6,60.5,179.0
2014,1,Quang Binh,sweet_potato,annual,3.7,,27.5
2014,1,Quang Nam,cassava,annual,12.6,,214.1
2014,1,Quang Nam,maize,annual,13.4,44.6,59.7
2014,1,Quang Nam,rice,main_rainy,43.8,50.0,219.2
2014,1,Quang Nam,rice,summer_autumn_fall,,,
2014,1,Quang Nam,rice,winter_spring,43.6,56.8,247.7
2014,1,Quang Nam,sweet_potato,annual,4.4,,29.1
2014,1,Quang Ngai,cassava,annual,19.1,,354.1
2014,1,Quang Ngai,maize,annual,10.5,55.0,57.7
2014,1,Quang Ngai,rice,main_rainy,2.3,25.7,5.9
2014,1,Quang Ngai,rice,summer_autumn_fall,32.9,57.1,187.9
2014,1,Quang Ngai,rice,winter_spring,38.6,59.2,228.7
2014,1,Quang Ngai,sweet_potato,annual,0.4,,2.4
2014,1,Quang Ninh,maize,annual,5.9,38.1,22.5
2014,1,Quang Ninh,rice,main_rainy,25.9,45.6,118.0
2014,1,Quang Ninh,rice,winter_spring,17.2,54.2,93.3
2014,1,Quang Ninh,sweet_potato,annual,4.0,,23.6
2014,1,Quang Tri,cassava,annual,11.8,,192.3
2014,1,Quang Tri,maize,annual,3.8,29.5,11.2
2014,1,Quang Tri,rice,main_rainy,2.3,9.1,2.1
2014,1,Quang Tri,rice,summer_autumn_fall,22.3,50.9,113.6
2014,1,Quang Tri,rice,winter_spring,25.6,55.9,143.0
2014,1,Quang Tri,sweet_potato,annual,2.6,,19.0
2014,1,Soc Trang,maize,annual,3.8,38.7,14.7
2014,1,Soc Trang,rice,main_rainy,30.6,50.1,153.2
2014,1,Soc Trang,rice,summer_autumn_fall,192.0,59.9,1150.8
2014,1,Soc Trang,rice,winter_spring,141.3,68.0,961.3
2014,1,Soc Trang,sweet_potato,annual,2.0,,27.7
2014,1,Son La,cassava,annual,30.5,,371.3
2014,1,Son La,maize,annual,162.5,40.5,657.7
2014,1,Son La,rice,main_rainy,42.9,26.8,114.8
2014,1,Son La,rice,winter_spring,11.4,60.1,68.5
2014,1,Son La,sweet_potato,annual,0.3,,2.2
2014,1,TP Ho Chi Minh,maize,annual,1.4,32.1,4.5
2014,1,TP Ho Chi Minh,rice,main_rainy,8.8,39.5,34.8
2014,1,TP Ho Chi Minh,rice,summer_autumn_fall,6.5,42.0,27.3
2014,1,TP Ho Chi Minh,rice,winter_spring,5.6,47.3,26.5
2014,1,TP Ho Chi Minh,sweet_potato,annual,,,
2014,1,Tay Ninh,cassava,annual,50.5,,1603.4
2014,1,Tay Ninh,maize,annual,5.2,53.3,27.7
2014,1,Tay Ninh,rice,main_rainy,50.4,50.1,252.3
2014,1,Tay Ninh,rice,summer_autumn_fall,49.2,50.3,247.6
2014,1,Tay Ninh,rice,winter_spring,42.6,56.6,241.0
2014,1,Tay Ninh,sweet_potato,annual,0.0,,0.3
2014,1,Thai Binh,maize,annual,10.1,54.1,54.6
2014,1,Thai Binh,rice,main_rainy,81.3,59.6,484.4
2014,1,Thai Binh,rice,winter_spring,80.5,71.7,577.5
2014,1,Thai Binh,sweet_potato,annual,3.5,,42.4
2014,1,Thai Nguyen,cassava,annual,3.7,,54.6
2014,1,Thai Nguyen,maize,annual,19.5,40.6,79.2
2014,1,Thai Nguyen,rice,main_rainy,42.1,49.0,206.5
2014,1,Thai Nguyen,rice,winter_spring,30.4,52.4,159.4
2014,1,Thai Nguyen,sweet_potato,annual,5.3,,33.4
2014,1,Thanh Hoa,cassava,annual,18.0,,259.7
2014,1,Thanh Hoa,maize,annual,54.7,40.5,221.3
2014,1,Thanh Hoa,rice,main_rainy,134.6,53.2,716.4
2014,1,Thanh Hoa,rice,winter_spring,124.0,64.5,800.1
2014,1,Thanh Hoa,sweet_potato,annual,8.9,,61.2
2014,1,Thua Thien Hue,cassava,annual,7.0,,128.7
2014,1,Thua Thien Hue,maize,annual,1.6,38.8,6.2
2014,1,Thua Thien Hue,rice,main_rainy,0.6,16.7,1.0
2014,1,Thua Thien Hue,rice,summer_autumn_fall,25.4,58.5,148.7
2014,1,Thua Thien Hue,rice,winter_spring,27.7,60.4,167.4
2014,1,Thua Thien Hue,sweet_potato,annual,3.4,,15.7
2014,1,Tien Giang,maize,annual,4.0,36.3,14.5
2014,1,Tien Giang,rice,main_rainy,,,
2014,1,Tien Giang,rice,summer_autumn_fall,153.2,53.1,812.8
2014,1,Tien Giang,rice,winter_spring,77.4,72.0,557.5
2014,1,Tien Giang,sweet_potato,annual,0.3,,4.1
2014,1,Tra Vinh,maize,annual,5.4,55.0,29.7
2014,1,Tra Vinh,rice,main_rainy,89.2,53.1,473.7
2014,1,Tra Vinh,rice,summer_autumn_fall,80.2,50.7,407.0
2014,1,Tra Vinh,rice,winter_spring,66.4,67.2,446.2
2014,1,Tra Vinh,sweet_potato,annual,1.5,,23.9
2014,1,Tuyen Quang,cassava,annual,4.2,,54.4
2014,1,Tuyen Quang,maize,annual,15.9,42.8,68.0
2014,1,Tuyen Quang,rice,main_rainy,25.5,57.3,146.0
2014,1,Tuyen Quang,rice,winter_spring,20.1,59.4,119.4
2014,1,Tuyen Quang,sweet_potato,annual,3.5,,21.7
2014,1,Vinh Long,cassava,annual,0.2,,2.9
2014,1,Vinh Long,maize,annual,1.1,23.6,2.6
2014,1,Vinh Long,rice,main_rainy,,,
2014,1,Vinh Long,rice,summer_autumn_fall,118.7,54.9,651.3
2014,1,Vinh Long,rice,winter_spring,61.5,70.9,435.9
2014,1,Vinh Long,sweet_potato,annual,11.9,,343.2
2014,1,Vinh Phuc,maize,annual,15.1,42.6,64.4
2014,1,Vinh Phuc,rice,main_rainy,27.8,52.2,145.2
2014,1,Vinh Phuc,rice,winter_spring,30.8,60.4,186.0
2014,1,Vinh Phuc,sweet_potato,annual,2.7,,27.7
2014,1,Yen Bai,cassava,annual,16.5,,317.0
2014,1,Yen Bai,maize,annual,28.5,29.3,83.6
2014,1,Yen Bai,rice,main_rainy,21.9,46.3,101.4
2014,1,Yen Bai,rice,winter_spring,19.0,53.2,101.0
2014,1,Yen Bai,sweet_potato,annual,2.8,,15.4
2015,1,An Giang,cassava,annual,0.7,,15.4
2015,1,An Giang,maize,annual,8.6,74.1,63.7
2015,1,An Giang,rice,main_rainy,5.3,36.2,19.2
2015,1,An Giang,rice,summer_autumn_fall,400.3,56.2,2250.1
2015,1,An Giang,rice,winter_spring,238.6,75.6,1804.4
2015,1,An Giang,sweet_potato,annual,0.2,,3.4
2015,1,Ba Ria - Vung Tau,cassava,annual,8.6,,218.7
2015,1,Ba Ria - Vung Tau,maize,annual,15.4,46.6,71.8
2015,1,Ba Ria - Vung Tau,rice,main_rainy,10.2,43.6,44.5
2015,1,Ba Ria - Vung Tau,rice,summer_autumn_fall,8.2,44.4,36.4
2015,1,Ba Ria - Vung Tau,rice,winter_spring,6.1,57.5,35.1
2015,1,Ba Ria - Vung Tau,sweet_potato,annual,0.3,,1.2
2015,1,Bac Giang,cassava,annual,5.0,,71.7
2015,1,Bac Giang,maize,annual,10.7,39.5,42.3
2015,1,Bac Giang,rice,main_rainy,57.9,52.1,301.8
2015,1,Bac Giang,rice,winter_spring,53.6,59.2,317.3
2015,1,Bac Giang,sweet_potato,annual,5.9,,62.3
2015,1,Bac Kan,cassava,annual,3.0,,32.1
2015,1,Bac Kan,maize,annual,16.4,41.3,67.7
2015,1,Bac Kan,rice,main_rainy,15.5,43.5,67.4
2015,1,Bac Kan,rice,winter_spring,9.1,54.9,50.0
2015,1,Bac Kan,sweet_potato,annual,0.5,,2.4
2015,1,Bac Lieu,maize,annual,0.2,40.0,0.8
2015,1,Bac Lieu,rice,main_rainy,32.2,43.6,140.5
2015,1,Bac Lieu,rice,summer_autumn_fall,101.8,57.4,584.8
2015,1,Bac Lieu,rice,winter_spring,46.6,72.8,339.2
2015,1,Bac Lieu,sweet_potato,annual,0.5,,2.8
2015,1,Bac Ninh,maize,annual,3.6,48.6,17.5
2015,1,Bac Ninh,rice,main_rainy,35.9,57.8,207.4
2015,1,Bac Ninh,rice,winter_spring,36.0,65.9,237.4
2015,1,Bac Ninh,sweet_potato,annual,0.5,,5.8
2015,1,Ben Tre,maize,annual,0.7,37.1,2.6
2015,1,Ben Tre,rice,main_rainy,27.9,42.8,119.4
2015,1,Ben Tre,rice,summer_autumn_fall,17.9,40.1,71.8
2015,1,Ben Tre,rice,winter_spring,17.2,50.9,87.6
2015,1,Ben Tre,sweet_potato,annual,0.1,,0.7
2015,1,Binh Dinh,cassava,annual,13.6,,334.0
2015,1,Binh Dinh,maize,annual,8.7,57.2,49.8
2015,1,Binh Dinh,rice,main_rainy,15.3,44.4,67.9
2015,1,Binh Dinh,rice,summer_autumn_fall,42.3,61.4,259.9
2015,1,Binh Dinh,rice,winter_spring,48.1,68.6,330.0
2015,1,Binh Dinh,sweet_potato,annual,0.3,,1.4
2015,1,Binh Duong,cassava,annual,4.8,,87.0
2015,1,Binh Duong,maize,annual,0.4,17.5,0.7
2015,1,Binh Duong,rice,main_rainy,3.5,38.6,13.5
2015,1,Binh Duong,rice,summer_autumn_fall,1.7,37.6,6.4
2015,1,Binh Duong,rice,winter_spring,2.4,47.9,11.5
2015,1,Binh Duong,sweet_potato,annual,0.2,,1.6
2015,1,Binh Phuoc,cassava,annual,17.7,,413.8
2015,1,Binh Phuoc,maize,annual,4.9,38.2,18.7
2015,1,Binh Phuoc,rice,main_rainy,9.6,32.7,31.4
2015,1,Binh Phuoc,rice,winter_spring,3.2,34.4,11.0
2015,1,Binh Phuoc,sweet_potato,annual,0.4,,2.0
2015,1,Binh Thuan,cassava,annual,30.9,,521.4
2015,1,Binh Thuan,maize,annual,19.6,63.0,123.5
2015,1,Binh Thuan,rice,main_rainy,40.1,55.7,223.2
2015,1,Binh Thuan,rice,summer_autumn_fall,40.5,55.3,224.1
2015,1,Binh Thuan,rice,winter_spring,34.4,63.3,217.6
2015,1,Binh Thuan,sweet_potato,annual,0.8,,4.5
2015,1,Ca Mau,maize,annual,0.5,38.0,1.9
2015,1,Ca Mau,rice,main_rainy,90.2,34.7,313.1
2015,1,Ca Mau,rice,summer_autumn_fall,36.4,41.8,152.1
2015,1,Ca Mau,rice,winter_spring,,,
2015,1,Ca Mau,sweet_potato,annual,0.2,,0.9
2015,1,Can Tho,maize,annual,1.1,50.0,5.5
2015,1,Can Tho,rice,main_rainy,,,
2015,1,Can Tho,rice,summer_autumn_fall,150.6,50.7,762.8
2015,1,Can Tho,rice,winter_spring,87.3,73.9,645.3
2015,1,Can Tho,sweet_potato,annual,0.0,,
2015,1,Cao Bang,cassava,annual,4.0,,59.9
2015,1,Cao Bang,maize,annual,39.9,33.5,133.5
2015,1,Cao Bang,rice,main_rainy,27.2,41.4,112.5
2015,1,Cao Bang,rice,winter_spring,3.3,51.5,17.0
2015,1,Cao Bang,sweet_potato,annual,1.5,,8.4
2015,1,Da Nang,maize,annual,0.4,52.5,2.1
2015,1,Da Nang,rice,main_rainy,2.5,58.0,14.5
2015,1,Da Nang,rice,summer_autumn_fall,,,
2015,1,Da Nang,rice,winter_spring,2.9,59.0,17.1
2015,1,Da Nang,sweet_potato,annual,0.3,,2.1
2015,1,Dak Lak,cassava,annual,35.2,,720.7
2015,1,Dak Lak,maize,annual,118.4,55.2,653.4
2015,1,Dak Lak,rice,main_rainy,57.7,56.4,325.6
2015,1,Dak Lak,rice,winter_spring,35.7,64.5,230.2
2015,1,Dak Lak,sweet_potato,annual,3.2,,39.3
2015,1,Dak Nong,cassava,annual,18.4,,291.2
2015,1,Dak Nong,maize,annual,51.0,63.6,324.3
2015,1,Dak Nong,rice,main_rainy,7.9,55.9,44.2
2015,1,Dak Nong,rice,winter_spring,4.7,61.5,28.9
2015,1,Dak Nong,sweet_potato,annual,8.1,,96.6
2015,1,Dien Bien,cassava,annual,7.7,,61.7
2015,1,Dien Bien,maize,annual,29.7,25.7,76.2
2015,1,Dien Bien,rice,main_rainy,40.6,29.9,121.2
